O*NET-SOC Code,Title,Element ID,Element Name,Scale ID,Scale Name,Data Value,N,Standard Error,Lower CI Bound,Upper CI Bound,Recommend Suppress,Date,Domain Source
173027,Mechanical Engineering Technicians,1.C.6,Independence,IM,Importance,3.57,18,0.2,3.15,3.99,N,Aug-18,Incumbent
173027,Mechanical Engineering Technicians,1.C.7.a,Innovation,IM,Importance,3.46,18,0.2,3.03,3.88,N,Aug-18,Incumbent
173027,Mechanical Engineering Technicians,1.C.7.b,Analytical Thinking,IM,Importance,4.24,18,0.13,3.97,4.51,N,Aug-18,Incumbent
173027.01,Automotive Engineering Technicians,1.C.1.a,Achievement/Effort,IM,Importance,3.78,27,,,,,Jul-16,Occupational Expert
173027.01,Automotive Engineering Technicians,1.C.1.b,Persistence,IM,Importance,4,27,,,,,Jul-16,Occupational Expert
173027.01,Automotive Engineering Technicians,1.C.1.c,Initiative,IM,Importance,4,27,,,,,Jul-16,Occupational Expert
173027.01,Automotive Engineering Technicians,1.C.2.b,Leadership,IM,Importance,3.19,27,,,,,Jul-16,Occupational Expert
173027.01,Automotive Engineering Technicians,1.C.3.a,Cooperation,IM,Importance,4.04,26,,,,,Jul-16,Occupational Expert
173027.01,Automotive Engineering Technicians,1.C.3.b,Concern for Others,IM,Importance,3.19,27,,,,,Jul-16,Occupational Expert
173027.01,Automotive Engineering Technicians,1.C.3.c,Social Orientation,IM,Importance,3.11,27,,,,,Jul-16,Occupational Expert
173027.01,Automotive Engineering Technicians,1.C.4.a,Self Control,IM,Importance,3.67,27,,,,,Jul-16,Occupational Expert
173027.01,Automotive Engineering Technicians,1.C.4.b,Stress Tolerance,IM,Importance,3.85,27,,,,,Jul-16,Occupational Expert
173027.01,Automotive Engineering Technicians,1.C.4.c,Adaptability/Flexibility,IM,Importance,4,26,,,,,Jul-16,Occupational Expert
173027.01,Automotive Engineering Technicians,1.C.5.a,Dependability,IM,Importance,4.41,27,,,,,Jul-16,Occupational Expert
173027.01,Automotive Engineering Technicians,1.C.5.b,Attention to Detail,IM,Importance,4.52,27,,,,,Jul-16,Occupational Expert
173027.01,Automotive Engineering Technicians,1.C.5.c,Integrity,IM,Importance,4.22,27,,,,,Jul-16,Occupational Expert
173027.01,Automotive Engineering Technicians,1.C.6,Independence,IM,Importance,3.59,27,,,,,Jul-16,Occupational Expert
173027.01,Automotive Engineering Technicians,1.C.7.a,Innovation,IM,Importance,3.89,27,,,,,Jul-16,Occupational Expert
173027.01,Automotive Engineering Technicians,1.C.7.b,Analytical Thinking,IM,Importance,4.11,27,,,,,Jul-16,Occupational Expert
173029.01,Non-Destructive Testing Specialists,1.C.1.a,Achievement/Effort,IM,Importance,3.7,20,,,,,Jul-16,Occupational Expert
173029.01,Non-Destructive Testing Specialists,1.C.1.b,Persistence,IM,Importance,3.5,20,,,,,Jul-16,Occupational Expert
173029.01,Non-Destructive Testing Specialists,1.C.1.c,Initiative,IM,Importance,3.9,20,,,,,Jul-16,Occupational Expert
173029.01,Non-Destructive Testing Specialists,1.C.2.b,Leadership,IM,Importance,3.6,20,,,,,Jul-16,Occupational Expert
173029.01,Non-Destructive Testing Specialists,1.C.3.a,Cooperation,IM,Importance,4.1,20,,,,,Jul-16,Occupational Expert
173029.01,Non-Destructive Testing Specialists,1.C.3.b,Concern for Others,IM,Importance,3.35,20,,,,,Jul-16,Occupational Expert
173029.01,Non-Destructive Testing Specialists,1.C.3.c,Social Orientation,IM,Importance,2.84,19,,,,,Jul-16,Occupational Expert
173029.01,Non-Destructive Testing Specialists,1.C.4.a,Self Control,IM,Importance,3.85,20,,,,,Jul-16,Occupational Expert
173029.01,Non-Destructive Testing Specialists,1.C.4.b,Stress Tolerance,IM,Importance,3.7,20,,,,,Jul-16,Occupational Expert
173029.01,Non-Destructive Testing Specialists,1.C.4.c,Adaptability/Flexibility,IM,Importance,3.8,20,,,,,Jul-16,Occupational Expert
173029.01,Non-Destructive Testing Specialists,1.C.5.a,Dependability,IM,Importance,4.6,20,,,,,Jul-16,Occupational Expert
173029.01,Non-Destructive Testing Specialists,1.C.5.b,Attention to Detail,IM,Importance,4.6,20,,,,,Jul-16,Occupational Expert
173029.01,Non-Destructive Testing Specialists,1.C.5.c,Integrity,IM,Importance,4.75,20,,,,,Jul-16,Occupational Expert
173029.01,Non-Destructive Testing Specialists,1.C.6,Independence,IM,Importance,3.85,20,,,,,Jul-16,Occupational Expert
173029.01,Non-Destructive Testing Specialists,1.C.7.a,Innovation,IM,Importance,3,20,,,,,Jul-16,Occupational Expert
173029.01,Non-Destructive Testing Specialists,1.C.7.b,Analytical Thinking,IM,Importance,3.8,20,,,,,Jul-16,Occupational Expert
173029.02,Electrical Engineering Technologists,1.C.1.a,Achievement/Effort,IM,Importance,3.89,25,0.27,3.35,4.44,N,Jul-12,Incumbent
173029.02,Electrical Engineering Technologists,1.C.1.b,Persistence,IM,Importance,3.96,25,0.2,3.54,4.38,N,Jul-12,Incumbent
173029.02,Electrical Engineering Technologists,1.C.1.c,Initiative,IM,Importance,4.27,25,0.29,3.67,4.87,N,Jul-12,Incumbent
173029.02,Electrical Engineering Technologists,1.C.2.b,Leadership,IM,Importance,3.68,25,0.19,3.29,4.07,N,Jul-12,Incumbent
173029.02,Electrical Engineering Technologists,1.C.3.a,Cooperation,IM,Importance,4.04,26,0.22,3.59,4.48,N,Jul-12,Incumbent
173029.02,Electrical Engineering Technologists,1.C.3.b,Concern for Others,IM,Importance,3.64,26,0.29,3.04,4.23,N,Jul-12,Incumbent
173029.02,Electrical Engineering Technologists,1.C.3.c,Social Orientation,IM,Importance,3.54,26,0.22,3.08,3.99,N,Jul-12,Incumbent
173029.02,Electrical Engineering Technologists,1.C.4.a,Self Control,IM,Importance,4.15,26,0.28,3.58,4.73,N,Jul-12,Incumbent
173029.02,Electrical Engineering Technologists,1.C.4.b,Stress Tolerance,IM,Importance,4.13,26,0.18,3.76,4.51,N,Jul-12,Incumbent
173029.02,Electrical Engineering Technologists,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.32,26,0.19,3.94,4.7,N,Jul-12,Incumbent
173029.02,Electrical Engineering Technologists,1.C.5.a,Dependability,IM,Importance,4.43,26,0.11,4.2,4.67,N,Jul-12,Incumbent
173029.02,Electrical Engineering Technologists,1.C.5.b,Attention to Detail,IM,Importance,4.65,26,0.13,4.37,4.93,N,Jul-12,Incumbent
173029.02,Electrical Engineering Technologists,1.C.5.c,Integrity,IM,Importance,4.24,26,0.26,3.72,4.77,N,Jul-12,Incumbent
173029.02,Electrical Engineering Technologists,1.C.6,Independence,IM,Importance,4.06,26,0.26,3.52,4.59,N,Jul-12,Incumbent
173029.02,Electrical Engineering Technologists,1.C.7.a,Innovation,IM,Importance,3.76,26,0.3,3.14,4.39,N,Jul-12,Incumbent
173029.02,Electrical Engineering Technologists,1.C.7.b,Analytical Thinking,IM,Importance,4.54,26,0.12,4.29,4.8,N,Jul-12,Incumbent
173029.03,Electromechanical Engineering Technologists,1.C.1.a,Achievement/Effort,IM,Importance,3.62,17,0.26,3.07,4.17,N,Jul-12,Incumbent
173029.03,Electromechanical Engineering Technologists,1.C.1.b,Persistence,IM,Importance,3.87,17,0.12,3.62,4.11,N,Jul-12,Incumbent
173029.03,Electromechanical Engineering Technologists,1.C.1.c,Initiative,IM,Importance,3.97,17,0.02,3.92,4.03,N,Jul-12,Incumbent
173029.03,Electromechanical Engineering Technologists,1.C.2.b,Leadership,IM,Importance,3.68,17,0.19,3.28,4.08,N,Jul-12,Incumbent
173029.03,Electromechanical Engineering Technologists,1.C.3.a,Cooperation,IM,Importance,4.06,17,0.28,3.47,4.66,N,Jul-12,Incumbent
173029.03,Electromechanical Engineering Technologists,1.C.3.b,Concern for Others,IM,Importance,3.1,17,0.17,2.73,3.46,N,Jul-12,Incumbent
173029.03,Electromechanical Engineering Technologists,1.C.3.c,Social Orientation,IM,Importance,2.94,17,0.31,2.29,3.59,N,Jul-12,Incumbent
173029.03,Electromechanical Engineering Technologists,1.C.4.a,Self Control,IM,Importance,3.55,17,0.2,3.13,3.97,N,Jul-12,Incumbent
173029.03,Electromechanical Engineering Technologists,1.C.4.b,Stress Tolerance,IM,Importance,3.78,17,0.1,3.57,3.99,N,Jul-12,Incumbent
173029.03,Electromechanical Engineering Technologists,1.C.4.c,Adaptability/Flexibility,IM,Importance,3.7,17,0.12,3.44,3.97,N,Jul-12,Incumbent
173029.03,Electromechanical Engineering Technologists,1.C.5.a,Dependability,IM,Importance,4.43,17,0.12,4.17,4.69,N,Jul-12,Incumbent
173029.03,Electromechanical Engineering Technologists,1.C.5.b,Attention to Detail,IM,Importance,4.53,17,0.12,4.28,4.77,N,Jul-12,Incumbent
173029.03,Electromechanical Engineering Technologists,1.C.5.c,Integrity,IM,Importance,3.87,17,0.19,3.46,4.28,N,Jul-12,Incumbent
173029.03,Electromechanical Engineering Technologists,1.C.6,Independence,IM,Importance,3.4,17,0.34,2.67,4.12,N,Jul-12,Incumbent
173029.03,Electromechanical Engineering Technologists,1.C.7.a,Innovation,IM,Importance,3.72,17,0.18,3.33,4.11,N,Jul-12,Incumbent
173029.03,Electromechanical Engineering Technologists,1.C.7.b,Analytical Thinking,IM,Importance,4.43,17,0.15,4.12,4.74,N,Jul-12,Incumbent
173029.04,Electronics Engineering Technologists,1.C.1.a,Achievement/Effort,IM,Importance,3.84,32,,,,,Aug-18,Occupational Expert
173029.04,Electronics Engineering Technologists,1.C.1.b,Persistence,IM,Importance,4,32,,,,,Aug-18,Occupational Expert
173029.04,Electronics Engineering Technologists,1.C.1.c,Initiative,IM,Importance,4.03,32,,,,,Aug-18,Occupational Expert
173029.04,Electronics Engineering Technologists,1.C.2.b,Leadership,IM,Importance,3.31,32,,,,,Aug-18,Occupational Expert
173029.04,Electronics Engineering Technologists,1.C.3.a,Cooperation,IM,Importance,4.09,32,,,,,Aug-18,Occupational Expert
173029.04,Electronics Engineering Technologists,1.C.3.b,Concern for Others,IM,Importance,3.31,32,,,,,Aug-18,Occupational Expert
173029.04,Electronics Engineering Technologists,1.C.3.c,Social Orientation,IM,Importance,2.56,32,,,,,Aug-18,Occupational Expert
173029.04,Electronics Engineering Technologists,1.C.4.a,Self Control,IM,Importance,3.81,32,,,,,Aug-18,Occupational Expert
173029.04,Electronics Engineering Technologists,1.C.4.b,Stress Tolerance,IM,Importance,3.84,32,,,,,Aug-18,Occupational Expert
173029.04,Electronics Engineering Technologists,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.06,32,,,,,Aug-18,Occupational Expert
173029.04,Electronics Engineering Technologists,1.C.5.a,Dependability,IM,Importance,4.56,32,,,,,Aug-18,Occupational Expert
173029.04,Electronics Engineering Technologists,1.C.5.b,Attention to Detail,IM,Importance,4.61,31,,,,,Aug-18,Occupational Expert
173029.04,Electronics Engineering Technologists,1.C.5.c,Integrity,IM,Importance,4.38,32,,,,,Aug-18,Occupational Expert
173029.04,Electronics Engineering Technologists,1.C.6,Independence,IM,Importance,3.78,32,,,,,Aug-18,Occupational Expert
173029.04,Electronics Engineering Technologists,1.C.7.a,Innovation,IM,Importance,3.45,31,,,,,Aug-18,Occupational Expert
173029.04,Electronics Engineering Technologists,1.C.7.b,Analytical Thinking,IM,Importance,4.29,31,,,,,Aug-18,Occupational Expert
173029.05,Industrial Engineering Technologists,1.C.1.a,Achievement/Effort,IM,Importance,3.79,26,0.17,3.44,4.14,N,Jul-12,Incumbent
173029.05,Industrial Engineering Technologists,1.C.1.b,Persistence,IM,Importance,3.9,26,0.16,3.58,4.23,N,Jul-12,Incumbent
173029.05,Industrial Engineering Technologists,1.C.1.c,Initiative,IM,Importance,4.12,26,0.1,3.92,4.32,N,Jul-12,Incumbent
173029.05,Industrial Engineering Technologists,1.C.2.b,Leadership,IM,Importance,3.82,26,0.19,3.43,4.21,N,Jul-12,Incumbent
173029.05,Industrial Engineering Technologists,1.C.3.a,Cooperation,IM,Importance,4.06,26,0.07,3.92,4.2,N,Jul-12,Incumbent
173029.05,Industrial Engineering Technologists,1.C.3.b,Concern for Others,IM,Importance,3.41,26,0.34,2.71,4.1,N,Jul-12,Incumbent
173029.05,Industrial Engineering Technologists,1.C.3.c,Social Orientation,IM,Importance,2.98,26,0.21,2.54,3.41,N,Jul-12,Incumbent
173029.05,Industrial Engineering Technologists,1.C.4.a,Self Control,IM,Importance,3.81,26,0.29,3.21,4.41,N,Jul-12,Incumbent
173029.05,Industrial Engineering Technologists,1.C.4.b,Stress Tolerance,IM,Importance,3.31,26,0.17,2.95,3.66,N,Jul-12,Incumbent
173029.05,Industrial Engineering Technologists,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.09,26,0.07,3.93,4.24,N,Jul-12,Incumbent
173029.05,Industrial Engineering Technologists,1.C.5.a,Dependability,IM,Importance,4,26,0.16,3.67,4.34,N,Jul-12,Incumbent
173029.05,Industrial Engineering Technologists,1.C.5.b,Attention to Detail,IM,Importance,4.13,26,0.15,3.82,4.44,N,Jul-12,Incumbent
173029.05,Industrial Engineering Technologists,1.C.5.c,Integrity,IM,Importance,3.94,26,0.15,3.64,4.24,N,Jul-12,Incumbent
173029.05,Industrial Engineering Technologists,1.C.6,Independence,IM,Importance,3.91,26,0.15,3.6,4.21,N,Jul-12,Incumbent
173029.05,Industrial Engineering Technologists,1.C.7.a,Innovation,IM,Importance,4.12,26,0.1,3.92,4.33,N,Jul-12,Incumbent
173029.05,Industrial Engineering Technologists,1.C.7.b,Analytical Thinking,IM,Importance,4.01,26,0.22,3.56,4.47,N,Jul-12,Incumbent
173029.06,Manufacturing Engineering Technologists,1.C.1.a,Achievement/Effort,IM,Importance,4.09,22,,,,,Jul-17,Occupational Expert
173029.06,Manufacturing Engineering Technologists,1.C.1.b,Persistence,IM,Importance,4.23,22,,,,,Jul-17,Occupational Expert
173029.06,Manufacturing Engineering Technologists,1.C.1.c,Initiative,IM,Importance,4.24,21,,,,,Jul-17,Occupational Expert
173029.06,Manufacturing Engineering Technologists,1.C.2.b,Leadership,IM,Importance,3.64,22,,,,,Jul-17,Occupational Expert
173029.06,Manufacturing Engineering Technologists,1.C.3.a,Cooperation,IM,Importance,4,22,,,,,Jul-17,Occupational Expert
173029.06,Manufacturing Engineering Technologists,1.C.3.b,Concern for Others,IM,Importance,3.23,22,,,,,Jul-17,Occupational Expert
173029.06,Manufacturing Engineering Technologists,1.C.3.c,Social Orientation,IM,Importance,2.91,22,,,,,Jul-17,Occupational Expert
173029.06,Manufacturing Engineering Technologists,1.C.4.a,Self Control,IM,Importance,3.91,22,,,,,Jul-17,Occupational Expert
173029.06,Manufacturing Engineering Technologists,1.C.4.b,Stress Tolerance,IM,Importance,3.68,22,,,,,Jul-17,Occupational Expert
173029.06,Manufacturing Engineering Technologists,1.C.4.c,Adaptability/Flexibility,IM,Importance,3.77,22,,,,,Jul-17,Occupational Expert
173029.06,Manufacturing Engineering Technologists,1.C.5.a,Dependability,IM,Importance,4.27,22,,,,,Jul-17,Occupational Expert
173029.06,Manufacturing Engineering Technologists,1.C.5.b,Attention to Detail,IM,Importance,4.55,22,,,,,Jul-17,Occupational Expert
173029.06,Manufacturing Engineering Technologists,1.C.5.c,Integrity,IM,Importance,4.36,22,,,,,Jul-17,Occupational Expert
173029.06,Manufacturing Engineering Technologists,1.C.6,Independence,IM,Importance,3.64,22,,,,,Jul-17,Occupational Expert
173029.06,Manufacturing Engineering Technologists,1.C.7.a,Innovation,IM,Importance,4.18,22,,,,,Jul-17,Occupational Expert
173029.06,Manufacturing Engineering Technologists,1.C.7.b,Analytical Thinking,IM,Importance,4.41,22,,,,,Jul-17,Occupational Expert
173029.07,Mechanical Engineering Technologists,1.C.1.a,Achievement/Effort,IM,Importance,4.04,22,0.17,3.69,4.38,N,Jul-12,Incumbent
173029.07,Mechanical Engineering Technologists,1.C.1.b,Persistence,IM,Importance,4.12,22,0.09,3.94,4.3,N,Jul-12,Incumbent
173029.07,Mechanical Engineering Technologists,1.C.1.c,Initiative,IM,Importance,4.28,22,0.2,3.87,4.69,N,Jul-12,Incumbent
173029.07,Mechanical Engineering Technologists,1.C.2.b,Leadership,IM,Importance,3.78,22,0.2,3.36,4.2,N,Jul-12,Incumbent
173029.07,Mechanical Engineering Technologists,1.C.3.a,Cooperation,IM,Importance,4.16,22,0.23,3.69,4.63,N,Jul-12,Incumbent
173029.07,Mechanical Engineering Technologists,1.C.3.b,Concern for Others,IM,Importance,3.69,22,0.37,2.93,4.45,N,Jul-12,Incumbent
173029.07,Mechanical Engineering Technologists,1.C.3.c,Social Orientation,IM,Importance,3.33,22,0.28,2.74,3.92,N,Jul-12,Incumbent
173029.07,Mechanical Engineering Technologists,1.C.4.a,Self Control,IM,Importance,4.02,22,0.25,3.5,4.53,N,Jul-12,Incumbent
173029.07,Mechanical Engineering Technologists,1.C.4.b,Stress Tolerance,IM,Importance,4.15,22,0.2,3.73,4.57,N,Jul-12,Incumbent
173029.07,Mechanical Engineering Technologists,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.23,22,0.18,3.86,4.61,N,Jul-12,Incumbent
173029.07,Mechanical Engineering Technologists,1.C.5.a,Dependability,IM,Importance,4.46,22,0.15,4.15,4.77,N,Jul-12,Incumbent
173029.07,Mechanical Engineering Technologists,1.C.5.b,Attention to Detail,IM,Importance,4.69,22,0.11,4.47,4.91,N,Jul-12,Incumbent
173029.07,Mechanical Engineering Technologists,1.C.5.c,Integrity,IM,Importance,4.63,22,0.12,4.39,4.87,N,Jul-12,Incumbent
173029.07,Mechanical Engineering Technologists,1.C.6,Independence,IM,Importance,4.43,22,0.17,4.09,4.77,N,Jul-12,Incumbent
173029.07,Mechanical Engineering Technologists,1.C.7.a,Innovation,IM,Importance,4.05,22,0.25,3.53,4.57,N,Jul-12,Incumbent
173029.07,Mechanical Engineering Technologists,1.C.7.b,Analytical Thinking,IM,Importance,4.42,22,0.15,4.11,4.74,N,Jul-12,Incumbent
173029.08,Photonics Technicians,1.C.1.a,Achievement/Effort,IM,Importance,3.8,25,,,,,Jul-13,Occupational Expert
173029.08,Photonics Technicians,1.C.1.b,Persistence,IM,Importance,3.84,25,,,,,Jul-13,Occupational Expert
173029.08,Photonics Technicians,1.C.1.c,Initiative,IM,Importance,3.84,25,,,,,Jul-13,Occupational Expert
173029.08,Photonics Technicians,1.C.2.b,Leadership,IM,Importance,2.88,25,,,,,Jul-13,Occupational Expert
173029.08,Photonics Technicians,1.C.3.a,Cooperation,IM,Importance,3.88,25,,,,,Jul-13,Occupational Expert
173029.08,Photonics Technicians,1.C.3.b,Concern for Others,IM,Importance,3.08,25,,,,,Jul-13,Occupational Expert
173029.08,Photonics Technicians,1.C.3.c,Social Orientation,IM,Importance,2.5,24,,,,,Jul-13,Occupational Expert
173029.08,Photonics Technicians,1.C.4.a,Self Control,IM,Importance,3.4,25,,,,,Jul-13,Occupational Expert
173029.08,Photonics Technicians,1.C.4.b,Stress Tolerance,IM,Importance,3.64,25,,,,,Jul-13,Occupational Expert
173029.08,Photonics Technicians,1.C.4.c,Adaptability/Flexibility,IM,Importance,3.8,25,,,,,Jul-13,Occupational Expert
173029.08,Photonics Technicians,1.C.5.a,Dependability,IM,Importance,4.24,25,,,,,Jul-13,Occupational Expert
173029.08,Photonics Technicians,1.C.5.b,Attention to Detail,IM,Importance,4.56,25,,,,,Jul-13,Occupational Expert
173029.08,Photonics Technicians,1.C.5.c,Integrity,IM,Importance,4,25,,,,,Jul-13,Occupational Expert
173029.08,Photonics Technicians,1.C.6,Independence,IM,Importance,3.48,25,,,,,Jul-13,Occupational Expert
173029.08,Photonics Technicians,1.C.7.a,Innovation,IM,Importance,3.56,25,,,,,Jul-13,Occupational Expert
173029.08,Photonics Technicians,1.C.7.b,Analytical Thinking,IM,Importance,3.84,25,,,,,Jul-13,Occupational Expert
173029.09,Manufacturing Production Technicians,1.C.1.a,Achievement/Effort,IM,Importance,3.87,23,,,,,Jul-17,Occupational Expert
173029.09,Manufacturing Production Technicians,1.C.1.b,Persistence,IM,Importance,3.87,23,,,,,Jul-17,Occupational Expert
173029.09,Manufacturing Production Technicians,1.C.1.c,Initiative,IM,Importance,4.17,23,,,,,Jul-17,Occupational Expert
173029.09,Manufacturing Production Technicians,1.C.2.b,Leadership,IM,Importance,3.52,23,,,,,Jul-17,Occupational Expert
173029.09,Manufacturing Production Technicians,1.C.3.a,Cooperation,IM,Importance,4.04,23,,,,,Jul-17,Occupational Expert
173029.09,Manufacturing Production Technicians,1.C.3.b,Concern for Others,IM,Importance,3.35,23,,,,,Jul-17,Occupational Expert
173029.09,Manufacturing Production Technicians,1.C.3.c,Social Orientation,IM,Importance,3.26,23,,,,,Jul-17,Occupational Expert
173029.09,Manufacturing Production Technicians,1.C.4.a,Self Control,IM,Importance,3.91,23,,,,,Jul-17,Occupational Expert
173029.09,Manufacturing Production Technicians,1.C.4.b,Stress Tolerance,IM,Importance,4.04,23,,,,,Jul-17,Occupational Expert
173029.09,Manufacturing Production Technicians,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.17,23,,,,,Jul-17,Occupational Expert
173029.09,Manufacturing Production Technicians,1.C.5.a,Dependability,IM,Importance,4.22,23,,,,,Jul-17,Occupational Expert
173029.09,Manufacturing Production Technicians,1.C.5.b,Attention to Detail,IM,Importance,4.43,23,,,,,Jul-17,Occupational Expert
173029.09,Manufacturing Production Technicians,1.C.5.c,Integrity,IM,Importance,4.22,23,,,,,Jul-17,Occupational Expert
173029.09,Manufacturing Production Technicians,1.C.6,Independence,IM,Importance,3.74,23,,,,,Jul-17,Occupational Expert
173029.09,Manufacturing Production Technicians,1.C.7.a,Innovation,IM,Importance,3.74,23,,,,,Jul-17,Occupational Expert
173029.09,Manufacturing Production Technicians,1.C.7.b,Analytical Thinking,IM,Importance,4.22,23,,,,,Jul-17,Occupational Expert
173029.11,Nanotechnology Engineering Technologists,1.C.1.a,Achievement/Effort,IM,Importance,4.24,21,,,,,Jul-17,Occupational Expert
173029.11,Nanotechnology Engineering Technologists,1.C.1.b,Persistence,IM,Importance,4.33,21,,,,,Jul-17,Occupational Expert
173029.11,Nanotechnology Engineering Technologists,1.C.1.c,Initiative,IM,Importance,4.24,21,,,,,Jul-17,Occupational Expert
173029.11,Nanotechnology Engineering Technologists,1.C.2.b,Leadership,IM,Importance,3.14,21,,,,,Jul-17,Occupational Expert
173029.11,Nanotechnology Engineering Technologists,1.C.3.a,Cooperation,IM,Importance,3.68,22,,,,,Jul-17,Occupational Expert
173029.11,Nanotechnology Engineering Technologists,1.C.3.b,Concern for Others,IM,Importance,2.64,22,,,,,Jul-17,Occupational Expert
173029.11,Nanotechnology Engineering Technologists,1.C.3.c,Social Orientation,IM,Importance,1.95,22,,,,,Jul-17,Occupational Expert
173029.11,Nanotechnology Engineering Technologists,1.C.4.a,Self Control,IM,Importance,3.23,22,,,,,Jul-17,Occupational Expert
173029.11,Nanotechnology Engineering Technologists,1.C.4.b,Stress Tolerance,IM,Importance,3.32,22,,,,,Jul-17,Occupational Expert
173029.11,Nanotechnology Engineering Technologists,1.C.4.c,Adaptability/Flexibility,IM,Importance,3.77,22,,,,,Jul-17,Occupational Expert
173029.11,Nanotechnology Engineering Technologists,1.C.5.a,Dependability,IM,Importance,3.91,22,,,,,Jul-17,Occupational Expert
173029.11,Nanotechnology Engineering Technologists,1.C.5.b,Attention to Detail,IM,Importance,4.64,22,,,,,Jul-17,Occupational Expert
173029.11,Nanotechnology Engineering Technologists,1.C.5.c,Integrity,IM,Importance,4.1,21,,,,,Jul-17,Occupational Expert
173029.11,Nanotechnology Engineering Technologists,1.C.6,Independence,IM,Importance,3.33,21,,,,,Jul-17,Occupational Expert
173029.11,Nanotechnology Engineering Technologists,1.C.7.a,Innovation,IM,Importance,4.05,21,,,,,Jul-17,Occupational Expert
173029.11,Nanotechnology Engineering Technologists,1.C.7.b,Analytical Thinking,IM,Importance,4.48,21,,,,,Jul-17,Occupational Expert
173029.12,Nanotechnology Engineering Technicians,1.C.1.a,Achievement/Effort,IM,Importance,3.58,24,,,,,Jul-16,Occupational Expert
173029.12,Nanotechnology Engineering Technicians,1.C.1.b,Persistence,IM,Importance,3.88,24,,,,,Jul-16,Occupational Expert
173029.12,Nanotechnology Engineering Technicians,1.C.1.c,Initiative,IM,Importance,3.75,24,,,,,Jul-16,Occupational Expert
173029.12,Nanotechnology Engineering Technicians,1.C.2.b,Leadership,IM,Importance,2.96,23,,,,,Jul-16,Occupational Expert
173029.12,Nanotechnology Engineering Technicians,1.C.3.a,Cooperation,IM,Importance,4.17,24,,,,,Jul-16,Occupational Expert
173029.12,Nanotechnology Engineering Technicians,1.C.3.b,Concern for Others,IM,Importance,3.42,24,,,,,Jul-16,Occupational Expert
173029.12,Nanotechnology Engineering Technicians,1.C.3.c,Social Orientation,IM,Importance,2.12,24,,,,,Jul-16,Occupational Expert
173029.12,Nanotechnology Engineering Technicians,1.C.4.a,Self Control,IM,Importance,3.46,24,,,,,Jul-16,Occupational Expert
173029.12,Nanotechnology Engineering Technicians,1.C.4.b,Stress Tolerance,IM,Importance,3.54,24,,,,,Jul-16,Occupational Expert
173029.12,Nanotechnology Engineering Technicians,1.C.4.c,Adaptability/Flexibility,IM,Importance,3.79,24,,,,,Jul-16,Occupational Expert
173029.12,Nanotechnology Engineering Technicians,1.C.5.a,Dependability,IM,Importance,4.12,24,,,,,Jul-16,Occupational Expert
173029.12,Nanotechnology Engineering Technicians,1.C.5.b,Attention to Detail,IM,Importance,4.62,24,,,,,Jul-16,Occupational Expert
173029.12,Nanotechnology Engineering Technicians,1.C.5.c,Integrity,IM,Importance,4,24,,,,,Jul-16,Occupational Expert
173029.12,Nanotechnology Engineering Technicians,1.C.6,Independence,IM,Importance,3.71,24,,,,,Jul-16,Occupational Expert
173029.12,Nanotechnology Engineering Technicians,1.C.7.a,Innovation,IM,Importance,3.42,24,,,,,Jul-16,Occupational Expert
173029.12,Nanotechnology Engineering Technicians,1.C.7.b,Analytical Thinking,IM,Importance,4.21,24,,,,,Jul-16,Occupational Expert
173031.01,Surveying Technicians,1.C.1.a,Achievement/Effort,IM,Importance,3.67,24,,,,,Jul-17,Occupational Expert
173031.01,Surveying Technicians,1.C.1.b,Persistence,IM,Importance,3.62,24,,,,,Jul-17,Occupational Expert
173031.01,Surveying Technicians,1.C.1.c,Initiative,IM,Importance,3.67,24,,,,,Jul-17,Occupational Expert
173031.01,Surveying Technicians,1.C.2.b,Leadership,IM,Importance,3.38,24,,,,,Jul-17,Occupational Expert
173031.01,Surveying Technicians,1.C.3.a,Cooperation,IM,Importance,4,24,,,,,Jul-17,Occupational Expert
173031.01,Surveying Technicians,1.C.3.b,Concern for Others,IM,Importance,3.08,24,,,,,Jul-17,Occupational Expert
173031.01,Surveying Technicians,1.C.3.c,Social Orientation,IM,Importance,2.83,24,,,,,Jul-17,Occupational Expert
173031.01,Surveying Technicians,1.C.4.a,Self Control,IM,Importance,3.61,23,,,,,Jul-17,Occupational Expert
173031.01,Surveying Technicians,1.C.4.b,Stress Tolerance,IM,Importance,3.42,24,,,,,Jul-17,Occupational Expert
173031.01,Surveying Technicians,1.C.4.c,Adaptability/Flexibility,IM,Importance,3.7,23,,,,,Jul-17,Occupational Expert
173031.01,Surveying Technicians,1.C.5.a,Dependability,IM,Importance,4.29,24,,,,,Jul-17,Occupational Expert
173031.01,Surveying Technicians,1.C.5.b,Attention to Detail,IM,Importance,4.67,24,,,,,Jul-17,Occupational Expert
173031.01,Surveying Technicians,1.C.5.c,Integrity,IM,Importance,4.38,24,,,,,Jul-17,Occupational Expert
173031.01,Surveying Technicians,1.C.6,Independence,IM,Importance,3.67,24,,,,,Jul-17,Occupational Expert
